area,ss_code,type_sickness,GES_real_2007,GES_real_2008,GES_real_2009,GES_real_2010,GES_real_2011,GES_real_2012,GES_real_2013,GES_real_2014,GES_real_2015,GES_real_2016
El Tabo  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,232083,209578,  ,649905,496037,  ,  ,  ,  
El Tabo  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,40669,284250,  ,  ,56901
El Tabo  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,  ,337063,1147594,881262,735034,  ,  
El Tabo  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,148162,313848,80616,84499,155470
El Tabo  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,109198,208057,284863
El Tabo  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,  ,  ,  ,19138
Empedrado  ,3,CÁNCER CERVICOUTERINO,55952,  ,  ,  ,  ,  ,  ,  ,  ,  
Empedrado  ,7,DIABETES MELLITUS TIPO 2,  ,  ,  ,31903,31650,71838,127062,46554,40629,  
Empedrado  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,  ,  ,12608,27817,22547,15014
Empedrado  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,235954
Empedrado  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,675770,  ,  ,  ,  ,  ,  ,  ,  
Empedrado  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,9025,127982,155642,92002,166803,126210
Empedrado  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,  ,  ,58036,  ,234457
Empedrado  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,13065,40392,14202,55874
Ercilla  ,3,CÁNCER CERVICOUTERINO,  ,  ,  ,1815764,150883,  ,  ,  ,  ,  
Ercilla  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,  ,  ,  ,  ,  ,501823,1350265,699469,  ,  
Ercilla  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,  ,3057999,  ,  ,  ,  ,  ,  ,  
Ercilla  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,153657
Ercilla  ,7,DIABETES MELLITUS TIPO 2,  ,  ,  ,75900,  ,336147,340718,320670,326746,338497
Ercilla  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,  ,6156358,5170719,47922,4424500,20130929,9672618,886079,2991916,293500
Ercilla  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,  ,  ,1164152,  ,  ,  ,98668,1106278,1306584,  
Ercilla  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,65455,14305,59493,66817,92503,226002,42853,84158,24337,130049
Ercilla  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,1661034,  ,  ,  ,2208403,3300224,  ,  ,  ,  
Ercilla  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,  ,400688,519052,1386700,446381,250108,170207,217641,260094,  
Ercilla  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,  ,  ,  ,  ,121093,320408
Ercilla  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,  ,13500,  ,  
Estacion Central  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,14472744,21593399,28112503,44579085,45712541,90905267,55661684,55526809,62692560,83887552
Estacion Central  ,3,CÁNCER CERVICOUTERINO,1387522,2013763,5973577,5361836,3276777,6631545,2203014,5229347,3570749,6549540
Estacion Central  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,737729,6831381,26719398,14044137,12143665,7661983,8214676,20770354,26526245,16584127
Estacion Central  ,5,INFARTO AGUDO DEL MIOCARDIO,2172139,6311723,1039195,13750901,8506423,23150798,33424046,14891984,16822536,24204740
Estacion Central  ,6,DIABETES MELLITUS TIPO 1,1714246,2003918,2958970,2303590,4178673,5629336,6978550,7044025,7114613,7302940
Estacion Central  ,7,DIABETES MELLITUS TIPO 2,24641631,30707919,52899548,57140490,70835823,83132434,92577180,105994823,115943767,110399933
Estacion Central  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,31243669,20479935,14190105,15325221,38311029,27464718,35051671,35062681,48265398,62874476
Estacion Central  ,10,TRATAMIENTO QUIRÚRGICO DE ESCOLIOSIS EN PERSONAS MENORES DE 25 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,9013770
Estacion Central  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,1927810,6277982,7485057,8911824,8900302,8503378,7508569,8828652,2730371,5318734
Estacion Central  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,,3352841,7216031,8329891,16377842,3967647,95462,4917178,  
Estacion Central  ,13,FISURA LABIOPALATINA,  ,  ,  ,  ,  ,  ,  ,  ,  ,2261743
Estacion Central  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,365361
Estacion Central  ,15,ESQUIZOFRENIA,92124,2016904,1650958,552533,5704340,6260759,6212600,3156857,2892843,4066812
Estacion Central  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,995558,10182822,2617046,6376792,3629700,4435684,15647139,13143294,11556633,5129217
Estacion Central  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,1133792,313697,  ,35584219,18038199,43486463,49615134,13477060,20732561,11209811
Estacion Central  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,24469519,24670584,67758220,82226696,101105803,113321876,148415894,204166876,251605058,359841339
Estacion Central  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,3172,  ,  ,  ,79542
Estacion Central  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,11562,2861,55931,28387,42543,  ,52659,56611
Estacion Central  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,12791888,16995270,25358420,25306948,25854095,26262945,29129744,35607419,39282226,36620097
Estacion Central  ,22,EPILEPSIA NO REFRACTARIA EN PERSONAS DESDE 1 AÑO Y MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,135838
Estacion Central  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,859746
Estacion Central  ,24,PREVENCIÓN DEL PARTO PREMATURO,  ,  ,  ,4365174,  ,3671720,3156471,10342603,4691137,7234386
Estacion Central  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",2868052,5869690,6033695,6006422,1728131,15348662,11297669,37022170,11374581,13402774
Estacion Central  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,1086739,5408161,7394790,10421314,5487964,10853157,3425254,11761169,14686018,14077865
Estacion Central  ,27,CÁNCER GÁSTRICO,  ,2640921,93287,  ,17743,5086923,  ,108360,80867,10976992
Estacion Central  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,1195335,2836284,4449633,4834418,11416288,5906463,13840846,5067169,28614394,23052586
Estacion Central  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,203500,187504,786767,545014,767866,684554,814656,1117364,1059780,734504
Estacion Central  ,31,RETINOPATÍA DIABÉTICA,800084,1557037,9042840,6603580,12271897,7936688,1663608,2665599,5090312,2138633
Estacion Central  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,33231,  ,3705662,5854904,  ,1292276,2311336,2307969,2296272
Estacion Central  ,33,HEMOFILIA,  ,  ,  ,  ,  ,  ,1442049,  ,  ,20160
Estacion Central  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,45806301,77740026,89179194,105102011,82936110,79812671,106034509,88573708,80836361,79988874
Estacion Central  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,2428638,  ,3104261,1474535,4132699,4205005,127530,9301748,3877883,9330352
Estacion Central  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,  ,  ,25343,274012,130379,  ,295777,25926,  ,78586
Estacion Central  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,5388474,7279518,3550275,28167002,14859987,24241978,42590990,36304109,88807879,21513490
Estacion Central  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,334865,1372833,2716106,2310908,2790767,3070214,4621163,4820995,4594162,4041795
Estacion Central  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,809250
Estacion Central  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",537129,1041385,2778967,4030462,6568149,9922209,11757134,13425794,14001250,17129517
Estacion Central  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,87178,  ,  ,25358608,21000,  ,  ,  ,  ,14614560
Estacion Central  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,,2403165,,4624331,19246961,229748,1677457,20947210
Estacion Central  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,7818997,10403303,5448629,10624268,6535651,7623068,14854896,14279196,5039182
Estacion Central  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,13312961,3571831,26657208,432125,11868319,33491525,3259093,32762889,27757924
Estacion Central  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,93696,1114140,1501374,1030829,636588,812557,759344,478152,156942,474645
Estacion Central  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,19147,949290,653143,238388,3652742,2060787,6890182,4498373,4617455,5695659
Estacion Central  ,48,POLITRAUMATIZADO GRAVE,  ,  ,  ,  ,16604576,19872503,  ,1696869,  ,65276892
Estacion Central  ,49,TRAUMATISMO CRÁNEO ENCEFÁLICO MODERADO O GRAVE,  ,  ,  ,,2403267,37011917,  ,7179455,14822049,33199848
Estacion Central  ,50,TRAUMA OCULAR GRAVE,  ,60504,97554,  ,1117853,2012911,  ,23283,  ,  
Estacion Central  ,52,ARTRITIS REUMATOIDEA,201163,1748793,6458404,10380129,9766456,11927483,12472229,12175755,10390412,11571683
Estacion Central  ,55,GRAN QUEMADO,  ,,  ,  ,  ,  ,  ,  ,  ,  
Estacion Central  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,2209425,1552027,2967042,2892004,4864921,1806028,3115473,3176202,1646806,2603970
Estacion Central  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,718653,1813256,1514319,1643980,2873658,5040553,7771730
Estacion Central  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,665717,3772182,6731645,7519666,7045645,10470995,12620465
Estacion Central  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,1237500,2373630,1375892,3034890,4354137,2139184,5175058
Estacion Central  ,63,ARTRITIS IDIOPÁTICA JUVENIL,  ,  ,  ,  ,  ,  ,  ,  ,  ,566569
Estacion Central  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,9475,18998,156421,118014,133642,260565
Estacion Central  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,2055072,6608426,8661501,20314411,15159859,17123055,15000646
Estacion Central  ,67,ESCLEROSIS MÚLTIPLE  REMITENTE RECURRENTE,  ,  ,  ,2725052,1452436,5566966,14122011,21133288,20933560,14527252
Estacion Central  ,68,HEPATITIS  CRÓNICA POR VIRUS HEPATITIS B,  ,  ,  ,75607,6846495,16674463,3597770,4643264,13897564,4029714
Estacion Central  ,69,HEPATITIS C,  ,  ,  ,  ,219425,4523875,  ,  ,7389,679358
Estacion Central  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,534271,28948509,20402161,23213124
Estacion Central  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,  ,  ,2042250,13042801
Estacion Central  ,72,CÁNCER VESICAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,1440038,2142042,1900686
Estacion Central  ,74,TRATAMIENTO QUIRÚRGICO DE LESIONES CRÓNICAS DE LA VÁLVULA AÓRTICA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,25723924,5331306
Estacion Central  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,5697857,21178056,22498932,22771140
Estacion Central  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,1903203,7274927,10494001,13106724
Estacion Central  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,534483,1164327,724044,1035334
Estacion Central  ,79,TRATAMIENTO QUIRÚRGICO DE LESIONES CRÓNICAS DE LAS VÁLVULAS MITRAL Y TRICUSPIDE EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,164793,154230,3565846
Estacion Central  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,126604,1461880,1170478,1055733
Florida  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,  ,  ,  ,350807,214775,  
Florida  ,7,DIABETES MELLITUS TIPO 2,  ,48738,340292,60177,13249,93920,36148,90785,153363,445865
Florida  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,742329,  ,  ,  ,  ,  
Florida  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,8258,  ,  ,  ,  ,  ,  ,  ,  ,1348342
Florida  ,15,ESQUIZOFRENIA,  ,  ,  ,  ,  ,  ,  ,  ,  ,11548
Florida  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,  ,  ,  ,  ,352565,1083280,  
Florida  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,  ,206311,135230,105320,  ,61390,129708,103906,86525,178555
Florida  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,101010
Florida  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,  ,13598,1654760,  ,  ,  ,  ,2372757,  
Florida  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,  ,56435,37175,445014,2148282,2378289,1029714,1607773,1495377,2581899
Florida  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,  ,  ,  ,  ,1910627,18770,64977,  ,  
Florida  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,  ,  ,  ,  ,  ,  ,10539,  ,7378
Florida  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,  ,  ,  ,  ,  ,  ,  ,  ,1314431
Florida  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,  ,2968,  ,81575,  ,  ,  ,  
Florida  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,87993,202048,,30665,  ,  
Florida  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,46052,  
Florida  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,85152,134395,  ,93279,22111,77520
Florida  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,354449,279626,231859,844636,546223,85218
Florida  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,54613,74715
Freire  ,3,CÁNCER CERVICOUTERINO,1069432,  ,38335,  ,  ,1118929,  ,  ,  ,  
Freire  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,  ,  ,  ,  ,  ,  ,  ,46640,161520
Freire  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,164175
Freire  ,7,DIABETES MELLITUS TIPO 2,663322,1575672,1738805,2533350,3144883,3392256,3101785,2250349,2951269,2321042
Freire  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,  ,764855,  ,  ,  ,  ,1197204,  
Freire  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,  ,  ,1828809,  ,  ,  ,  ,  ,  ,70408
Freire  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,  ,  ,  ,  ,  ,3475294,  ,  ,  
Freire  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,4136303,6859933,3533859,7788923,7882273,8814703,9832221,9588255,13509436,19471522
Freire  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,166314,220607,154363,284741,663769,616571,768501,394410,412813,396426
Freire  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,  ,  ,  ,  ,2461904,  ,973661,  ,52085
Freire  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,151509,  ,  ,  ,  ,  ,  
Freire  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,693440,459319,1210201,702553,1287740,879445,1172135,323267,  ,232015
Freire  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,2680,1865,4324,5600,1946,  ,  ,  
Freire  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,  ,  ,236374,  ,  ,  ,  ,  ,  
Freire  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,30534,18650,4835,24059,37378,39399,  ,  ,  
Freire  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,394718,  ,950086,  ,  ,547715,  
Freire  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,446757,449068,365623,46004,238474,407306
Freire  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,  ,  ,  ,  ,  ,  ,  ,498931,452850
Freire  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,11680
Freire  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,12809,15197,  ,  
Freire  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,  ,  ,  ,351271,560513,42200,  
Freire  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,205050,376279,316395,579799,92005
Freire  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,363420,258700,302862
Freire  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,340667
Freire  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,30869,78755,97674,42023
Freire  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,  ,  ,3881,  
Freirina  ,3,CÁNCER CERVICOUTERINO,  ,  ,  ,163930,  ,  ,  ,  ,339353,  
Freirina  ,7,DIABETES MELLITUS TIPO 2,68318,289802,255009,195598,234584,448568,773493,216389,338538,597759
Freirina  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,  ,  ,  ,  ,71346,  ,  ,  ,  ,  
Freirina  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,108926,135467,49580,135237,111761,25535,31410,6023,158959,182751
Freirina  ,27,CÁNCER GÁSTRICO,  ,  ,  ,  ,  ,  ,  ,100487,  ,  
Freirina  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,235286,303658,  ,  ,  ,467391,4226036,260394,141545,130718
Freirina  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,  ,  ,  ,  ,  ,  ,2533107,  ,  
Freirina  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,  ,  ,206591,  ,  ,  
Freirina  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,48280,  ,  ,  ,  ,  
Freirina  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,  ,  ,70756,162078,  ,  
Freirina  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,23835,2306,  ,  
Fresia  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,  ,  ,  ,532759,  ,  ,  ,  ,  
Fresia  ,3,CÁNCER CERVICOUTERINO,  ,356156,59418,  ,8490,  ,  ,,375751,14311
Fresia  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,  ,  ,  ,  ,27081,5656360,  ,  ,  
Fresia  ,7,DIABETES MELLITUS TIPO 2,587904,338162,911256,768083,863578,863932,1279797,2426628,1691790,2059975
Fresia  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,2016326,4256877,171330,88546,652221,  ,  ,  ,176815,  
Fresia  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,  ,  ,757744,  ,690691,  ,1030061,  ,  ,  
Fresia  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,  ,  ,  ,  ,  ,  ,  ,,9738551
Fresia  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,314205,19681477,7116032
Fresia  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,  ,  ,  ,  ,  ,  ,  ,  ,  ,398069
Fresia  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,362823,433992,244293,357329,291388,440151,835259,999240,1127884,882286
Fresia  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",  ,  ,  ,  ,  ,  ,  ,  ,4139269,  
Fresia  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,  ,  ,  ,  ,1156135,  ,  ,1047554,1989661
Fresia  ,27,CÁNCER GÁSTRICO,  ,  ,  ,  ,  ,  ,  ,19677,194176,  
Fresia  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,2400881,  ,  ,  ,  ,  ,58690,3171974,116693,21853
Fresia  ,31,RETINOPATÍA DIABÉTICA,1489225,523107,1386334,  ,  ,  ,  ,  ,  ,  
Fresia  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,364421,795961,5139742,3266864,2502614,6677907,2704939,3265298,2621258,2552498
Fresia  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,  ,  ,  ,  ,  ,  ,  ,359822,294954
Fresia  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,  ,86445,202534,232900,95428,174664,139568,75298,233234,53507
Fresia  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,39789
Fresia  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,  ,  ,  ,  ,24634,177567,  ,  ,10660
Fresia  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,  ,  ,  ,  ,6435225,124210
Fresia  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,  ,  ,  ,  ,  ,18123,  ,  ,  
Fresia  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,  ,  ,  ,60420,  ,  ,  ,21150
Fresia  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,  ,  ,370011,  ,,  
Fresia  ,52,ARTRITIS REUMATOIDEA,  ,129590,1152097,1857933,1964533,1800261,1347007,1024178,1300280,1015546
Fresia  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,  ,  ,  ,215085,  ,  ,152858,  ,581326
Fresia  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,126907,685631,268903,185366,216869,81541
